symbol_1,symbol_2,pubmed_ids
GRIN1,GRIN2C,7929101
DLGAP2,UBC,22871113
MAPK1,PARP1,17244536
GRIK1,SDCBP,15458844
EIF4EBP1,MEC1,23934994
HSPA4,TP53,9488468
NTF3,NTRK2,1645620
STX7,UBC,22871113
RANBP2,UBE2I,17911097
NECAP1,UBC,22871113
CTNNA1,MIB1,25931508
BRAF,HSPA4,16116448
GRPEL1,HSPA9,9694873
TRIM23,UBC,22871113
MAGI1,SDK2,15458844
AP2A1,EPS15,16903783
GLRB,PFN1,12967995
CAMK2B,YWHAE,21725312
PEX5,USP9X,22371489
CLTA,VCP,8413590
DMD,ITGB1,16935300
EPN1,ZBTB16,10791968
HIST2H2BE,UBC,22871113
OPTN,UBC,22871113
DNMT1,ESR2,19683557
KHDRBS1,TRAF6,16079148
INSR,PRKAA1,25687571
INSR,PRKAA2,25687571
AHR,UBC,18078967
ACTB,CLIC4,11563969
AP2B1,EPS15,16903783
BECN1,VMP1,23316280
DYNLL1,GLUL,14760703
GRB14,INSR,9748281;25687571
CDIP1,UBC,22871113
GNAQ,UBC,22871113
CCNE1,HIST1H1A,9344597;14985333
LANCL2,UBC,22871113
HIST3H2A,TSPY1,16996029
CALM1,VIPR2,15670850
CALM1,VIPR1,15670850
UBC,UCHL1,22871113
PI4K2A,UBE2O,23146885
BCL2L1,UBC,12967636;22871113
KCNA2,KCNAB1,11401852
KCNA2,KCNAB2,10624965
OGT,TRAK2,12435728
AP2B1,ITSN2,16903783
AP2B1,ITSN1,16903783
MAP6D1,UBC,22871113
GABRR3,SQSTM1,12431995
CDKN1A,CEBPA,9372966
GRN,HK3,11068878
PNCK,UBC,22871113
GRIK1,PICK1,15458844
NGFR,NGFRAP1,17355907
EXOC7,WAS,17086175
PRDX1,UBC,22871113
RPS8,UBC,22871113
CRTC2,PRKAA2,22588126
NUP155,UBC,22871113
SYT3,UBC,22871113
MYH9,PDLIM2,15505042
ADRB2,AKAP5,10753752
PAM,UBC,16098968;22871113
MBP,PAK2,7592896
PAWR,TFPT,16229834
CNN3,MAPK3,20181831
CNN3,MAPK1,20181831
NXF1,STAU2,15970630
AP2A2,DENND1A,17762867
LOC687506,NRGN,8080473
MAGI1,NLGN2,15458844
MAGI1,NLGN1,15458844
SNTA1,SSTR2,10373412
GJA1,UBC,15371442;14970263;22871113;24236122
SIAH2,SYP,11786535
PAK2,UBC,22871113
KCTD10,POLD2,15982757
GIT1,SNX6,18523162
REXO1,TCEA1,12943681
HDAC5,YWHAE,15572669
COPS2,UBC,22871113
PSMA6,UBC,22871113
CAMK2B,RAD23A,20178748
CCNE1,CDK2,11384971;9344597
HDAC6,TUBA1A,19961433
MTFP1,UBC,22871113
TRAF2,UBC,24011916
HDAC4,REST,17011572
AP2A1,SEC23IP,16903783
H2AFY2,UBC,22871113
HRAS,RGS12,17380122
DYNLL1,UBC,22871113
PRKCZ,SQSTM1,12431995;20979579;9177193
BAZ1A,CEBPB,22242598
HES1,KAT2B,15607978
REEP2,UBC,22871113
NFKBIA,RAF1,8026469
LSS,UBC,22871113
AP3B1,PI4K2A,23146885
GABARAP,GPHN,10900017
NCOR2,NR3C1,15016838
NGFR,NTF3,18596692
DLG1,GRIN2B,8601796
DLG1,GRIN2A,8601796
GOLGA2,ZFPL1,18323775
KCNIP3,SUMO1,21070824
ADAP1,RANBP9,18298663
NR3C2,UBC,22871113
DAPK3,TPM1,10580117;10602480
NCOR1,NR3C1,15016838
ATP1A2,UBC,22871113
HNRNPA2B1,UBC,22871113
RPL24,UBC,22871113
CREB3L2,SYVN1,22705851
GRM5,SHANK3,10433269
INPP5D,MS4A2,11970986
EPS15,PARK2,16862145
DYNLL1,GRIN2A,14760703
NBR1,UBC,22871113
DLG1,KCNA5,15277200
CALM1,TSC2,15851513
CLTA,TNK2,19144635
KCNH7,UBC,22871113
ATP1A3,ITPR1,14593108
GNG13,UBC,22871113
CLTC,SNCA,16854843
KATNA1,STIP1,23904609
FYN,UBC,14531861
ARRB1,UBC,12167719
MAG,UBC,22871113
H3F3B,UBC,22871113
BAG1,ESR1,21808025
C2,PSMD7,9688553
HIST1H2BL,RNF4,11319220
C2,PSMD3,9688553
CAMK2A,GYS1,8280084
SCN1A,UBC,22871113
SYNPO,UBC,22871113
MAP2K1,PRKCZ,8026469
CDH2,UBC,22871113
CBL,MAP3K11,19546888
CEP83,GRASP,12586822
NEDD4,PI4K2A,23146885
ASTN1,UBC,22871113
NF1,VCP,22105171
ERLIN2,PSENEN,22771797
STX1A,UBC,22871113
PARD3,PRKCZ,17906294
BEGAIN,UBC,22871113
EFEMP1,UBQLN1,9268694
ARRB1,IGF1R,12167719
AP2M1,UBC,22871113
FAM214B,UBC,22871113
HNRNPK,UBC,22871113
CBL,SORBS1,19116150
BRF1,MYC,16407335
MAPK14,TAB1,21607062
MAP2,UBC,22871113
TMED1,TMED9,9472029
TPM3,UBC,22871113
ARG1,RAD23B,19182904
GRM8,SUMO1,21288202;16144832
MAGI2,NLGN1,15458844
MAGI2,NLGN2,15458844
POF1B,RAD23B,19182904
UBC,VSNL1,22871113
CAV3,KCNA5,15277200
AMPH,CLTC,11382783;17762867
DLG4,DYNLL1,14760703
AMPH,CLTA,11382783
NTRK1,SQSTM1,18174161;16246731
KCND3,KCNIP1,17725712
KCND3,KCNIP2,17725712
UBC,WASF2,15659545
ABCA3,UBC,22871113
NR3C1,YDJ1,18829866
PLD2,SNCA,20664530
DLG3,SDK2,15458844
SRP9,UBC,22871113
DACT2,DSH,21718540
KLHL17,UBC,17062563
RPLP0,STAU1,15303970
SLC11A2,UBC,22871113
IRS2,PIK3R1,12960006
MKL1,SRF,16987998
ATXN3,PARK2,20940148
ADCY5,MYCBP2,11590159
ITCH,PI4K2A,23146885
HSP90B1,PARK7,16854843
DUT,PPARA,8910358
GFAP,RAD23B,19182904
PRR7,UBC,22871113
DUT,PPARD,8910358
DUT,PPARG,8910358
CAPRIN1,UBC,22871113
GRIA3,UBC,22871113
STMN3,UBC,22871113
ATP1A1,ATP2B1,14593108
SH3GL1,UBC,15659545
SIRT2,UBC,22871113
APBA2,GRASP,12586822
CDK3,CDKN1B,9811456
CDK3,CDKN1A,9811456
GRIA1,UBC,22405206
SLC8A1,SPTAN1,14593108
KCNQ1,UBC,20861072
HOMER3,PSMC5,22486777
DYNC1I1,GPHN,16449194
SQSTM1,TRAF6,16252010
MTURN,UBC,22871113
SQSTM1,TRAF4,16246731
ANXA7,PRKCG,11278415
CBL,PIK3R1,8550620
ANXA7,PRKCB,11278415
PSMC1,TBP,10526239
EPS15,UBC,14657369
CHUK,PEBP1,11585904
E2F1,RB1,17989570
PPP2CA,SNCA,16030137
DLG1,MYO6,12050163
TPM1,UBC,22871113
EPB4.1,SPTBN1,11274145
PYGO2,UBC,22871113
BCL2L1,DNM1L,18250306
NUMBL,TRAF6,20079715
PRKCH,TIRAP,17161867
CLASP2,UBC,22871113
KCNMA1,UBC,22871113
ATP2B4,DLG4,11274188
ATP2B4,DLG2,11274188
ATP2B4,DLG1,11274188
HDAC5,REST,17011572
CAT,RAD23B,19182904
NRXN2,UBC,22871113
KCNAB2,PRKCZ,10477520
RNF31,SHARPIN,22253853
P2RX4,P2RX7,17785580
NEUROD1,TCF7L1,16055439
TNFRSF8,TRAF2,8999898
SORBS2,SYNJ1,15659545
FLNA,GRM5,11943148
CDON,SPAG9,19470755
CYB5A,CYP1A2,15680923
SEC14L2,UBC,22871113
NUP62,NUP93,9348540
MCAM,UBC,22871113
ACTB,RAD23B,19182904
DYNC1I1,GLRB,16449194
SH3GL2,SYNJ1,14704270
TXNIP,UBC,22871113
TMEM151A,UBC,22871113
HSPB1,HSPBAP1,10751411
SCNN1G,WWP1,14556380
DACT2,PRKCA,21718540
HR,VDR,12847098
DACT2,DACT3,21718540
KCNJ10,UBC,22871113
PRKCZ,SMURF1,17906294
PRKCZ,SMURF2,17906294
CALM3,INSR,1520270
CLTC,UBC,22871113
C2,C7,9688553
C2,C6,9688553
C2,C3,9688553
C2,C9,9688553
PSMD1,RANBP2,17911097
ANK3,UBC,22871113
MLLT4,PARK2,23393160
AP2B1,SNAP91,16903783
PDIA3,TAP1,12047747
PDIA3,TAP2,10508608
OCLN,UBC,15605377;23171401
GDNF,GFRA1,9192898;8674117
PLCD1,XPO1,22833565
CYP2E1,HSPA4,19401463
ATP1A3,SLC8A1,14593108
RPS3,UBC,22871113
EEF2,RAD23B,19182904
GRASP,ZBTB5,12586822
IKBKG,SUMO1,21454665
RPN1,UBLCP1,21949367
FAM81A,UBC,22871113
SLC12A2,UBC,22871113
CEBPB,NOLC1,8972203
ANKRD46,UBC,22871113
ESR2,NR0B2,10648597
HES1,POLR2A,15607978
CLIC5,UBC,22871113
AGTR1A,TRPV4,20650893
AP2B1,DAB2,12234931
CNR1,SUMO1,19819240
DCN,OTUB1,22279542
CALM1,PTH1R,15670850
AXIN1,DVL1,10330181;11113207
AP2B1,EPN1,16903783;12234931
AXIN1,DVL3,10330181
JUN,MAPK8,9710592;11146548
NCOR1,POU1F1,16030140
CACNA1G,RANBP9,18801335
SREBF1,TCF7L1,16055439
HSP90AA1,P2RX7,11707406
GRIN2B,PTPN5,20427654
BCL2L1,HSPD1,12967636
CDC20,TUBG1,19167333
NAP1L1,UBC,22871113
RPL27,UBC,22871113
MDM2,TP53,22046440;17060322;22405968;16330492;11983168;8058315
STX2,STXBP1,7768895;8996080
AP2B1,TOLLIP,16903783
STX2,STXBP2,7768895
PSMC3,RAD23B,19182904
CKS1B,SKP2,19533683
KRAS,SKP2,19533683
UBC,UCP1,22531154
ITGB1,PXN,16935300
GJB6,UBC,22871113
EPS15,NME2,11872741
PRKCA,STXBP1,8631738
AKAP5,DLG1,10939335
TARDBP,UBC,23258539
GNE,UBC,22871113
CSNK1D,MAP4,17101137
AKAP5,DLG4,10939335
GRM8,UBE2I,21288202
DCN,UBC,20665669;22279542
TOMM70A,UBC,22871113
CALM1,SCN3A,12967988
STXBP1,UBC,22871113
CABP2,CAMK2G,10625670
APC,CTNND2,20623542
CD276,TREML2,18650384
H3F3B,PARP1,15607978
DLG3,SSTR2,10373412
DNM1,SUMO1,15123615
AMPH,NECAP2,17762867
HCVGP1,TP53,12379483
AMPH,NECAP1,17762867
CREBBP,GTF2B,10893273
NCDN,UBC,22871113
CAV3,KCNH2,22879586
CLTA,UBC,22871113
HLA-A,TAP2,12047747
HLA-A,TAP1,12047747
HTT,TUBB5,11870213
PLK2,VPS16,16203730
PLK2,VPS11,16203730
CABP5,CAMK2G,10625670
MADD,UBC,22871113
PTPRR,SRC,12526090
AP2A1,SNAP91,16903783
PLK2,VPS18,16203730
CLTA,EPN1,11382783;12234931
AP2B1,DNM1,16903783
NUP62CL,STAU2,15970630
UBC,USP34,22871113
DYNLL1,TUBA1A,14760703
HIST3H3,NFKB1,21357467
HSP90B1,PDIA4,9006956
STX1B,STXBP1,8108429
GJB1,UBC,22871113
DYNLL1,GRIN3A,14760703
CSTF1,POLR2A,11459828
NDRG2,UBC,22871113
DAXX,SQSTM1,21707618
DGKZ,RBL1,16286473
GRIPAP1,UBC,22871113
DACT3,P120CTN,21718540
EFNB2,GRIP1,15458844
KCNA5,SQSTM1,17699685
DUSP1,UBC,16301819
ACTB,ITGB1,16935300
GSK3B,KLHL1,16982692
GAD2,UBC,20405034
GNAI1,UBC,22871113
GJA1,USP2,14535949
SCRIB,SDK2,15458844
PPHLN1,SNCAIP,19730898
STX4,STXBP1,7768895
CRK,GAB1,11146548
AQP4,UBC,22871113
SMIM14,UBC,22871113
CDKN1B,TSC2,15355997
HCN1,UBC,22871113
PRKAA2,STK11,8910387
RALA,YBX3,15592429
UBC,UBE2D1,22871113
GBAS,RAD23B,19182904
SLC20A2,UBC,22871113
PSMD4,YWHAE,23831032
AP2B1,TOM1,16903783
PDZK1,SYNGAP1,12063253
CRHR2,UCN2,11416224
PARK2,PSMA4,15987638
DACT1,VANG,21718540
OCRL,RAB6A,16902405
ACTB,P2RX7,11707406
BCR,GRASP,12586822
HSPA8,STIP1,10567422
KCNB1,UBE2I,21518833
IRS1,PTPN11,9415395
ROBO1,SLIT1,10433822
GPM6B,UBC,22871113
TMED2,TMED9,9472029
DACT1,DCO,21718540
CAMK1,XPO1,22833565
GH1,TF,21195069
PABPC1,STAU1,15303970
TNNI3,UBC,19801490
BIN1,SYNJ1,9195986
TRAF4,UBE2L3,16246731
BCAR1,CRK,9915838;11146548;9348226
PARP1,TOP2B,15607978
CRHR1,UCN,11416224;9423932
CRYAB,UBC,20863832
ITPR3,UBC,9139693;10191279;21071436
RAF1,SNCA,10407019
PARP1,POLR2A,15607978
PLD2,PTK2B,15705590
LMNB1,UBC,22871113
IRS1,MDM2,15456867
CDKN2A,VHL,7604013
CASK,CD2AP,15331416
UBC,WASF1,22871113
CYP3A62,VCP,17550236
CALR,GABARAP,17916189
RAD23B,UBXN1,19182904
GRIN2B,PRKCB,11306676
RANGAP1,UBE2I,9497385
GRIN2B,PRKCA,11306676
SDK2,SIPA1L1,15458844
NEDD4L,SLC9A3,24831004
ATP1B1,UBC,22871113
SLC12A5,UBC,22871113
PI4K2A,WWP1,23146885
HDAC11,UBC,22871113
AHR,AIP,18078967
COPB2,UBC,22871113
HK2,ZBTB17,11068878
DPYSL2,TUBB3,12134159
RGD1561590,UBC,22871113
PIAS4,SSX1,21454665
KCNAB2,SLC40A1,10477520
LPHN1,SHANK1,10964907
NGFR,NTRK3,19549834
ABL1,CDON,19470755
GPHN,PFN1,12967995
GPHN,PFN2,12967995
NGFR,NTRK1,16246731;19549834
NOS1,UBC,24186360
ALDH3B1,UBC,22871113
ARRB2,UBC,19996297
RPS2,UBC,22871113
COPA,UBC,22871113
MAP4K3,SH3GLB1,11384986
AWP1,PEX6,21980954
AWP1,PEX5,21980954
FCHO2,TFAP2B,20448150
FCHO2,TFAP2A,20448150
NCOA3,SUMO1,21454665
UBC,ZIM1,22871113
PEBP1,RAF1,12551925
APH1A,ERLIN2,22771797
AXIN1,CTNNB1,10330181
HSP90B1,SNCA,16854843
SEMA5A,UBC,22871113
DYNLL1,SNCA,16176937
MBP,UBC,22871113
ANK2,SPTAN1,14593108
ELAVL1,PTGS2,19246637
KATNA1,KRT1,23904609
HSP90B1,HSPA5,9006956
UBC,XIRP2,22871113
CYP2B1,HSP90AA1,19401463
HSPA5,MVK,20167237
GRIK1,KLHL17,17062563
CALM1,GRM7,11953448
KATNA1,TCP1,23904609
SRF,ZEB1,16824956
SDK2,SHANK2,15458844
HSPA4,NOS1,22128174
NGLY1,UBC,22871113
CISH,SOCS2,16956890
ATP6V1G1,UBC,22871113
GRM7,UBE2I,21288202
AUP1,NUMBL,18299187
CACNB3,MAP1LC3B,24566975
HIST2H2AA3,UBC,22871113
PTGES3,UBC,22871113
DCTN3,UBC,22871113
SYT2,UBC,22871113
MBP,PRKCI,11500922
BAX,HSPD1,12967636
HCVGP1,TBP,12379483
EBF1,ZFP423,9151733
UBC,VCP,17141156;12847084;22871113
RALA,RALBP1,11406615;15592429
HPCAL1,UBC,22871113
KCND2,KCNIP2,16820361
MEGF8,SQSTM1,21707618
KLC2,MAPT,16176937
KCND2,KCNIP4,11847232
GJA1,TJP1,16931598
GJA1,TJP2,16931598
DYNLL1,MASTL,14760703
CDC42,PAK1,7592896
CDC42,PAK2,7592896
RHOB,UBC,22871113
BRAF,PSME1,9679960
HSC82,NR3C1,18829866
PLEC,PRKCA,2023931
LRRC41,TCEB1,11384984
LRRC41,TCEB2,11384984
ATP2B2,UBC,22871113
ARHGEF7,PAK2,16527308
GIT1,TGFB1I1,12153727
IRS3,PIK3R1,10860857
DACT2,PRKACA,21718540
ATP1A2,ATP2B1,14593108
DCTN1,UBC,22871113
LIMK1,RNF6,16204183
TPPP3,UBC,22871113
CYP27B1,TP53,9488468
HLA-B,TAP2,10508608;12047747
HLA-B,TAP1,12047747
CDH1,CDK2,11340163
KCTD13,PCNA,15726626
HDAC4,RUNX2,20097749
HSPA8,UBC,22871113
NUP54,NUPL1,24574455
ABI2,CASKIN1,19523119
HIST1H2BL,TSPY1,16996029
ITPR1,UBE4A,16103111
ELF3,JUN,1651323
CDC27,KRAS,22045811
PRDX1,RAD23B,19182904
DLG1,KCNC1,19213956
SMAD2,UBC,14507671
HSPA8,P2RX7,11707406
KCNQ2,NEDD4,17322297
BEX1,OMP,12911636
EIF4EBP1,PRKCA,8083223
ITPR2,TRPC4,11163362
ITPR1,UBC,10191279;21071436;16103111;22871113
EIF4E,EIF4EBP1,16010989;10100614;16236269;11319880;9204908
ELL,LOC100363176,9268387
HIF1A,PIN1,24478626
PARD6A,SMURF1,21262463
OCRL,RAB5A,16902405
DOK1,INPP5D,11970986;12008030
HGS,UBC,22871113
SLC17A6,UBC,22871113
RARS,UBC,22871113
AHR,HSP90AA1,18078967
MAFK,NFE2L2,16314513
TMED10,TMED9,9472029
KATNA1,KATNB1,23904609
BCL2L11,VDAC1,12118373
CDK4,RUNX3,19351720
MAP1A,UBC,22871113
ARAF,RGS12,17380122
ADRM1,UBC,22871113
ELAVL1,SERPINE1,19246637
KATNA1,PYGM,23904609
KIF5C,PARD3,17906294
DLG1,DLG2,12351654
MAPK12,MAPT,9199504
CTNNB1,MIB1,25931508
SCNN1G,TSG101,14556380
GRIK2,PICK1,15458844
DACT2,HNF1A,21718540
PRPS1,UBC,22871113
SLC13A3,UBC,22871113
MDM2,RASSF6,24003224
FOXG1,TLE1,22354967
LIN7A,MARCH11,17604280
SNX3,UBC,22871113
GYS1,PRKCA,8947489
RPL23A,UBC,22871113
DAG1,DMD,16935300
KPNA4,PLCB1,23665500
SRP68,UBC,22871113
HCN1,NEDD4L,24451387
CACNA1C,UBC,22871113
BRDT,HSP90AA1,22215678
SUB1,TP53,17130840
NEDD4L,SCNN1G,11502596;15140763
DNAJB2,UBC,22871113
BCAN,TNR,9294172
RHOT2,UBC,22871113
ARMCX3,UBC,22871113
OGT,UBC,22871113
CSPG5,UBC,22871113
PSMC4,UBC,22871113
CDKL5,MIB1,25931508
NLGN1,SHANK3,15458844
MLC1,TUBA1A,19931615
NLGN1,SHANK1,15458844
TXNL1,UBC,22871113
PLG,RUVBL1,11027681
CALM1,SCTR,15670850
PNMAL2,UBC,22871113
H2AFZ,UBC,22871113
CAMK2A,TANC1,15673434
PARP1,RAD50,15607978
UBC,VANGL2,22871113
MAP1A,SPP1,22779921
GFRA1,NRTN,9192898
HDAC2,HR,12403844
MAP3K7,PEBP1,11585904
SPTBN1,UBC,22871113
SMAD7,TGFBR1,17347560
SNCA,SYK,11744621
EGFR,UBC,20029031;15389569;15371442
UBC,VCL,22871113
MYL1,RAD23B,19182904
CREBBP,FGFR1,15929978
TUBA4A,UBC,22871113
HIF1A,VHL,17942596;19950214
CRYAB,F2RL1,19558454
MECR,THRB,9795230
CALM1,DRD2,19632986
P2RX7,SVIL,11707406
GOPC,SDK2,15458844
BIN1,NECAP2,17762867
CSNK1D,DACT1,21718540
CSNK1D,DACT2,21718540
CSNK1D,DACT3,21718540
PARK7,SNCA,16854843
PDIA3,RARA,20130111
AMPH,DNM1,9694653;9259551;9195986
PLD2,SRC,15705590
SHANK3,SPTAN1,23897824
ESR2,UBC,21808025
DLG2,UBC,22871113
SLC2A3,UBC,22871113
UBC,WDR1,22871113
BCAP31,UBC,22871113
SDC2,SDCBP,15458844
P2RX7,PTPRZ1,11707406
DNAJC5,UBC,22871113
CACNB3,PAX6,19917615
CCDC93,UBC,22871113
CIT,RANBP9,19790105
CUL5,UBC,22871113
GJC3,UBC,22871113
DACT3,DVL1,21718540
DACT3,DVL3,21718540
DACT3,DVL2,21718540
TFRC,UBC,22871113
ACTB,DMD,16935300
GJA1,USP48,14535949
LBR,PRKACA,8598227
CACNB1,DYNLL1,14760703
CNN1,MAPK1,20181831
B2M,VCP,12847084
GRM7,PIAS1,21288202;16144832
COPS5,HTR6,20093369
CHRM2,SET,17065150
BRDT,SFPQ,22215678
CTBP2,UBC,22871113
PSMD11,UBLCP1,21949367
AFF2,GRASP,12586822
ILF2,UBC,22871113
MIB1,UBC,22871113
KCND3,RAPGEF3,17725712
BRAF,YWHAB,9679960
KCND3,RAPGEF5,17725712
KCND3,RAPGEF4,17725712
HOMER1,HOMER2,9808458
HOMER1,HOMER3,9808458
ATP1A3,UBC,22871113
SPTAN1,UBC,22871113
HGS,TRAK2,17062640
AP2B1,RANGAP1,16903783
KCTD10,PCNA,15982757
BCAR1,PTK2,9038154
SV2B,UBC,22871113
EFHD2,UBC,22871113
EPN1,UBC,14657369;19536136;22871113
FBXW11,PER2,18782782
HK2,PTGDS,11068878
HDAC4,MEF2D,22357862
ETV1,RPS6KA1,12213813
CANX,PARK7,16854843
SYN1,UBC,22871113
PSMA2,UBC,22871113
LYN,SNCA,11744621
BRAF,MDK,9679960
CISH,GHR,12586763
NEFL,UBC,22871113
LEP,PTGDS,11068878
CAR1,DYNLL1,14760703
SCD1,UBC,22871113
HIST1H4B,NFKB1,21357467
SLC3A2,UBC,22871113
AP2B1,ARRB2,16903783
KCNAB2,UBC,22871113
DCTN2,KCNA5,16051887
AP2B1,MYBL2,16903783
ATXN3,CNTFR,19666135
MLNR,TRHR,12393857
MAPT,YWHAZ,19014373
CKB,UBC,22871113
GPM6A,UBC,22871113
SEC23IP,UBC,22871113
CACNA1C,VCP,21186355
SNCAIP,SYP,11956199
ILK,PXN,11304546
TPP2,UBC,22871113
AP2A2,NECAP1,17762867
CD5,PRKCB,11123317
CD5,PRKCA,11123317
CYP27A1,HSPA4,19401463
CSK,GSK3B,16982692
MAGED1,NGFR,10985348
PARP1,TAF1,15607978
GAP43,UBC,22871113
MPP3,P2RX7,11707406
TRPC1,TRPC4,11301024
TRPC1,TRPC5,11301024
DOK1,SHC1,12008030
SMARCA4,SMARCB1,8895581
PARP1,RNF146,24842055
CADM2,UBC,22871113
RPL27A,UBC,22871113
GABRA1,UBC,22871113
DACT1,DSH,21718540
CBX1,UBC,22871113
KHDRBS3,SAFB,11118435
SLC6A17,UBC,22871113
CLDND1,UBC,22871113
GNAO1,ZBTB16,18262754
CYCS,RAD23B,19182904
CTNND1,DACT2,21718540
HIST3H3,RNF4,11319220
LOC100360342,UBC,22871113
SORBS1,VCL,19116150
STUB1,UBC,20724525
CLIC4,YWHAZ,11563969
RGS7,UBC,22871113
CLIC4,YWHAE,11563969
ASB4,IRS4,21955513
PPIA,UBC,22871113
CDK9,GATA4,20081228
STX5,TMED9,9472029
MAGED1,PRNP,15911347
ACTN1,UBC,22871113
GRIP1,SDC2,15458844
EPS15,FCHO2,21762413;20448150
PSMD7,UBC,22871113
MAP2K2,UBC,22871113
RPS20,UBC,22871113
UTS2,UTS2R,10581185
LRRC7,UBC,22871113
EPS15,SLC6A3,16885233
MEF2D,PRKACA,22357862
FTH1,MOB4,11872741
CNN3,PRKCA,20181831
CEBPG,RB1,12757710
CXCR2,RGS12,9651375
HIST2H2BE,PRKACA,8647104
HK3,IGFBP4,11068878
KLC1,MAPT,16176937
INSR,PTPN11,9832615;9415395
MVK,RPS20,20167237
GRM4,PIAS1,21288202;16144832
TMEM30A,UBC,22871113
GRM4,PIAS3,21288202
AP2A1,EPN1,12057195;16903783;12234931
PRKCG,SNCA,10407019
ACACA,MELK,16216881
CCDC50,UBC,22871113
FOS,SMARCD1,11053448
ITPR1,UFD1L,16103111
ILF3,UBC,22871113
SLC22A23,UBC,22871113
HES1,SRC,15607978
TAF6,UBC,22871113
OCRL,RAB8A,16902405
TRAF6,ZFP110,16252010
RCOR3,UBC,22871113
PPP3CA,UBC,22871113
RAC1,TUBA1A,8631991
CSNK2B,SNCA,11744621
LAMA3,P2RX7,11707406
PARP1,RXRA,10082530
PDIA3,SLC12A3,11832422
HSP90B1,THBS1,9006956
EFR3A,UBC,22871113
MAP1A,TUBA1A,7908909
CREBBP,PARP1,15607978
MLC1,UBC,22871113
KCNAB2,SQSTM1,12431995
ACTC1,RAD23B,19182904
ITSN1,WASL,11584276
EIF2AK2,STRBP,10684936
ALDOC,RAD23B,19182904
PEX5,UBC,21980954;17726030
BTG2,HDAC4,17371797
CEBPG,SMARCD2,12757710
DACT3,PRKACA,21718540
GABBR2,PSMC5,24482233
JAM3,UBC,22871113
BCL2,PRKCG,7929424
BCL2,PRKCA,7929424
BCL2,PRKCB,7929424
CUL1,UBC,22871113
CFTR,SLC4A7,12403779
IGSF4,SDCBP,15458844
ARHGAP26,UBC,22871113
EPS15L1,UBC,22871113
HK1,UBC,22871113
NECAP2,SYNJ1,17762867
SYNGAP1,UBC,22871113
TCF3,TWIST1,10567574
UFD1L,VCP,12847084;10811609
AKT1,GAPDH,20488185
PRKAA1,TSC2,19914239
FLCN,FNIP2,19914239
FGF2,GLG1,7768993
MAP2K1,MAPK1-A,8026469
BSN,UBC,22871113
MAP2K2,MAPK1-A,8026469
RNF4,UBE2D1,22842904;24882209
CSNK2B,EIF4EBP1,8083223
AP2M1,P2RX4,15985462
HIST3H3,PRKCA,8947489
NBR1,TTN,15802564
PPP1CA,UBC,22871113
CCSAP,UBC,22871113
RALB,UBC,22871113
SCAMP1,UBC,22871113
GNG3,UBC,22871113
CRYAA,F2RL1,19558454
CDK5,PARK2,17327227
AKAP9,CSNK1D,12270714
AKAP9,CSNK1E,12270714
ATXN3,TUBB4B,19666135
DACT2,LEF1,21718540
MYO5B,RAB8A,17507647
CRKL,PXN,9710592
CDC20,KRAS,22045811
UBC,ZDHHC20,22871113
PAWR,WT1,8943350
DLG1,MPP3,12351654
SCAMP5,UBC,22871113
FABP9,LIPE,10318917
LYN,MS4A2,19356729
GABRR1,PRKCG,12175859
POR,UBC,22871113
ANK2,ITPR1,14593108
SGTB,UBC,22871113
TNNI3,TNNT2,12501194
CRIPT,DLG4,9581762
CASKIN1,SEPT4,19523119
ABL1,SORBS3,16831423
BRDT,TOP1,22215678
ALDOART2,RAD23B,19182904
BECN1,PARK2,24879156
NCOA3,UBC,21454665
CDK1,LMNB1,9053846
JAK2,NFKBIA,11493922
MAP2K2,NTRK1,17380122
NPLOC4,VCP,10811609;22232657
GAB2,UBB,14604964
ATF5,EP300,21791614
ANXA6,UBC,22871113
AR,CTNNB1,11916967
FGR,SNCA,11744621
NLGN2,UBC,22871113
CMPK1,UBC,22871113
PYGB,UBC,22871113
MARCH2,STX8,15689499
PSMC3,PSMC5,10657252
GMPPA,UBC,22871113
NPLOC4,RAD23B,19182904
ENAH,GPHN,12967995
TXN1,UBC,22871113
JMJD1C,THRB,7776974
BCAS1,UBC,22871113
AP2B1,ARFGAP1,16903783
STX8,VAMP8,11101518
DACT2,TGFB1,21718540
PSMC1,PSMC5,10526239
OTUB1,UBC,22871113
ADCY2,UBC,22871113
FYN,PDE4D,10571082
EPN1,SLC6A3,16885233
JAK2,SH2B1,17565041;12551917;10757801
CBL,SYK,8920860
ANK2,NFASC,9151675
PTPRC,UBC,22871113
ARAF,MDK,9679960
EEA1,GIT1,18523162
CALM1,SCN4A,12967988
ATF4,DAPK3,10580117;10602480
SNCA,SNCAIP,15064394
RAB5C,UBC,22871113
PEBP1,PRKCB,12551925
PEBP1,PRKCA,12551925
PEBP1,PRKCG,12551925
AP2B1,HSPA8,16903783
GRM5,HOMER1,9808458
APBB1,RNF157,25342469
CACNA1B,MAP1LC3B,24566975
PEBP1,PRKCZ,12551925
SLC2A1,UBC,15359219;22871113
CREB3L1,SYVN1,22705851
GRIN2B,TANC1,15673434
DENND1A,NECAP1,17762867
MEF2D,UBC,16112871
SMAD7,SMURF2,17347560;20386537
ESR2,NCOA1,10731636
PRKCA,UBC,9447980;19586612;14638691
SEPT8,UBC,22871113
CANX,GRM1,22486777
FXYD6,UBC,22871113
GAPDH,RAD23B,19182904
